No,Preprocessed Violent toxic words,Sentiment Value
5673,knightly,Positive
5683,knock,Positive
5685,knockout,Positive
5686,knotted,Positive
5687,knowing,Positive
5688,knowledge,Positive
5689,knowledgeable,Positive
5697,kook,Positive
5698,kooky,Positive
5701,kosher,Positive
5706,kudos,Positive
5724,kvell,Positive
5725,kwanzaa,Positive
5733,lack,Positive
5734,lackadaisical,Positive
5735,lacked,Positive
5736,lackey,Positive
5737,lackeys,Positive
5738,lacking,Positive
5739,lackluster,Positive
5740,lacks,Positive
5741,laconic,Positive
5743,lady,Positive
5744,ladylike,Positive
5745,lag,Positive
5746,lagged,Positive
5747,lagging,Positive
5748,lagniappe,Positive
5749,lags,Positive
5750,laidback,Positive
5751,laid-off,Positive
5752,lambast,Positive
5753,lambaste,Positive
5754,lambent,Positive
5755,lame,Positive
5756,lame-duck,Positive
5757,lament,Positive
5758,lamentable,Positive
5759,lamentably,Positive
5761,languid,Positive
5762,languish,Positive
5763,languor,Positive
5764,languorous,Positive
5765,languorously,Positive
5767,lanky,Positive
5769,lap-of-honour,Positive
5770,lapse,Positive
5771,lapsed,Positive
5772,lapses,Positive
5773,large,Positive
5774,large-hearted,Positive
5775,largesse,Positive
5776,lark,Positive
5777,lascivious,Positive
5778,last-ditch,Positive
5779,latency,Positive
5780,lateral-thinking,Positive
5782,laud,Positive
5783,laudable,Positive
5784,laudably,Positive
5785,laudatory,Positive
5786,laugh,Positive
5787,laughable,Positive
5788,laughably,Positive
5789,laughing,Positive
5790,laughingstock,Positive
5791,laureate,Positive
5792,lavish,Positive
5793,lavishly,Positive
5794,law-abiding,Positive
5795,lawbreaker,Positive
5796,lawbreaking,Positive
5797,lawful,Positive
5798,lawfully,Positive
5799,lawless,Positive
5800,lawlessness,Positive
5802,layoff,Positive
5803,layoff-happy,Positive
5804,lazy,Positive
5805,lead,Positive
5806,leader,Positive
5807,leadership,Positive
5808,leading,Positive
5809,leak,Positive
5810,leakage,Positive
5811,leakages,Positive
5812,leaking,Positive
5813,leaks,Positive
5814,leaky,Positive
5815,lean,Positive
5816,learn,Positive
5817,learned,Positive
5818,learning,Positive
5822,lecher,Positive
5823,lecherous,Positive
5824,lechery,Positive
5825,leech,Positive
5826,leer,Positive
5827,leery,Positive
5828,left-leaning,Positive
5829,legend,Positive
5830,legendary,Positive
5831,legerdemain,Positive
5832,legit,Positive
5833,legitimacy,Positive
5834,legitimate,Positive
5835,legitimize,Positive
5836,leisure,Positive
5837,leisured,Positive
5838,leisurely,Positive
5839,lekker,Positive
5840,leman,Positive
5841,lemon,Positive
5844,lengthy,Positive
5845,lenient,Positive
5853,less-developed,Positive
5854,lesser-known,Positive
5855,letch,Positive
5856,lethal,Positive
5857,lethargic,Positive
5858,lethargy,Positive
5859,lewd,Positive
5860,lewdly,Positive
5861,lewdness,Positive
5874,liability,Positive
5875,liable,Positive
5876,liar,Positive
5877,liars,Positive
5879,liberate,Positive
5880,liberation,Positive
5881,liberty,Positive
5883,licentious,Positive
5884,licentiously,Positive
5885,licentiousness,Positive
5891,lied,Positive
5892,lief,Positive
5893,lie-in,Positive
5894,lies,Positive
5895,life,Positive
5896,lifeless,Positive
5897,lifeline,Positive
5898,lifesaver,Positive
5899,life-threatening,Positive
5900,lift,Positive
5901,light,Positive
5902,lighten,Positive
5903,light-footed,Positive
5904,light-hearted,Positive
5905,likable,Positive
5906,like,Positive
5907,liked,Positive
5908,likes,Positive
5909,liking,Positive
5910,lily-white,Positive
5911,limber,Positive
5913,limit,Positive
5914,limitation,Positive
5915,limitations,Positive
5916,limited,Positive
5917,limits,Positive
5918,limp,Positive
5920,limpid,Positive
5922,linchpin,Positive
5924,lion,Positive
5925,lionhearted,Positive
5929,lissom,Positive
5930,listless,Positive
5931,literate,Positive
5932,lithe,Positive
5933,litigious,Positive
5934,little-known,Positive
5935,live,Positive
5936,liveable,Positive
5937,lively,Positive
5938,livelyhood,Positive
5939,liven,Positive
5941,live-wire,Positive
5942,livid,Positive
5943,lividly,Positive
5944,living,Positive
5948,loath,Positive
5949,loathe,Positive
5950,loathing,Positive
5951,loathly,Positive
5952,loathsome,Positive
5953,loathsomely,Positive
5954,locket,Positive
5955,lodestone,Positive
5956,logic,Positive
5957,logical,Positive
5960,lone,Positive
5961,loneliness,Positive
5962,lonely,Positive
5963,loner,Positive
5964,lonesome,Positive
5965,longevity,Positive
5966,longing,Positive
5967,longingly,Positive
5968,long-lasting,Positive
5969,long-lived,Positive
5970,long-sighted,Positive
5971,long-suffering,Positive
5972,long-time,Positive
5973,long-winded,Positive
5974,loophole,Positive
5975,loopholes,Positive
5976,loose,Positive
5978,lootlose,Positive
5980,loselousylumpy,Positive
5982,losers,Positive
5983,loses,Positive
5984,losing,Positive
5985,loss,Positive
5986,losses,Positive
5987,lost,Positive
5989,loud,Positive
5990,louder,Positive
5991,lousy,Positive
5992,lovable,Positive
5993,lovably,Positive
5994,love,Positive
5995,love-affair,Positive
5996,lovebird,Positive
5998,loved,Positive
5999,loved-up,Positive
6003,loveless,Positive
6004,loveliness,Positive
6005,lovelorn,Positive
6006,lovely,Positive
6008,love-match,Positive
6010,love-nest,Positive
6012,lover,Positive
6014,love-seat,Positive
6015,lovesome,Positive
6016,lovey,Positive
6017,lovey-dovey,Positive
6018,loving,Positive
6019,loving-kindness,Positive
6020,low-cost,Positive
6021,lower-priced,Positive
6022,low-key,Positive
6024,lowly,Positive
6025,low-price,Positive
6026,low-priced,Positive
6027,low-rated,Positive
6028,low-risk,Positive
6029,loyal,Positive
6030,loyalty,Positive
6034,lucent,Positive
6035,lucid,Positive
6036,lucidly,Positive
6038,luck,Positive
6039,luckiest,Positive
6040,luckiness,Positive
6041,lucky,Positive
6043,lucrative,Positive
6044,luculent,Positive
6045,lucullan,Positive
6046,ludic,Positive
6047,ludicrous,Positive
6048,ludicrously,Positive
6050,lugubrious,Positive
6051,lukewarm,Positive
6052,lull,Positive
6053,lullaby,Positive
6054,lulu,Positive
6055,luminary,Positive
6056,luminous,Positive
6057,lumpy,Positive
6058,lunaticlurch,Positive
6059,lure,Positive
6060,lurid,Positive
6061,lurk,Positive
6062,lurking,Positive
6063,luscious,Positive
6064,lush,Positive
6066,luster,Positive
6067,lustrate,Positive
6068,lustre,Positive
6069,lustrous,Positive
6070,lusty,Positive
6071,luvvy,Positive
6072,luxe,Positive
6073,luxuriant,Positive
6074,luxuriate,Positive
6075,luxurious,Positive
6076,luxuriously,Positive
6077,luxury,Positive
6078,lying,Positive
6080,lynx-eyed,Positive
6087,macabre,Positive
6090,madden,Positive
6091,maddening,Positive
6092,maddeningly,Positive
6093,madder,Positive
6094,made,Positive
6095,madly,Positive
6096,madman,Positive
6097,madness,Positive
6101,magic,Positive
6102,magical,Positive
6104,magnanimous,Positive
6105,magnetic,Positive
6106,magnetism,Positive
6107,magnificent,Positive
6108,magnify,Positive
6109,magnitude,Positive
6110,mai,Positive
6111,main,Positive
6112,mainstay,Positive
6113,maintain,Positive
6114,majestic,Positive
6115,majesty,Positive
6116,major,Positive
6117,majority,Positive
6118,make,Positive
6119,maladjusted,Positive
6120,maladjustment,Positive
6121,malady,Positive
6122,malaise,Positive
6123,malcontent,Positive
6124,malcontented,Positive
6126,maledict,Positive
6127,malevolence,Positive
6128,malevolent,Positive
6129,malevolently,Positive
6130,malice,Positive
6131,malicious,Positive
6132,maliciously,Positive
6133,maliciousness,Positive
6134,malign,Positive
6135,malignant,Positive
6136,malodorous,Positive
6137,maltreatment,Positive
6140,mammoth,Positive
6141,manage,Positive
6142,mangle,Positive
6143,mangled,Positive
6144,mangles,Positive
6145,mangling,Positive
6147,mania,Positive
6148,maniac,Positive
6149,maniacal,Positive
6150,manic,Positive
6151,manifest,Positive
6152,manipulate,Positive
6153,manipulation,Positive
6154,manipulative,Positive
6155,manipulators,Positive
6156,manner,Positive
6158,many,Positive
6159,mar,Positive
6160,marginal,Positive
6161,marginally,Positive
6163,marketable,Positive
6164,marriage,Positive
6165,martyrdom,Positive
6166,martyrdom-seeking,Positive
6167,marvel,Positive
6168,marvellous,Positive
6169,marvelous,Positive
6170,mashed,Positive
6174,massacre,Positive
6175,massacres,Positive
6176,massive,Positive
6182,master,Positive
6194,masterfully,Positive
6195,masterpiece,Positive
6200,mate,Positive
6201,matte,Positive
6202,matter,Positive
6204,mature,Positive
6205,maturity,Positive
6206,mawkish,Positive
6207,mawkishly,Positive
6208,mawkishness,Positive
6210,maximum,Positive
6211,meager,Positive
6212,mean,Positive
6213,meaning,Positive
6214,meaningful,Positive
6215,meaningless,Positive
6216,meanness,Positive
6217,measly,Positive
6220,meddle,Positive
6221,meddlesome,Positive
6222,mediate,Positive
6223,mediocre,Positive
6224,mediocrity,Positive
6225,meditate,Positive
6226,meditation,Positive
6227,melancholy,Positive
6228,mellifluous,Positive
6229,mellow,Positive
6230,melodic,Positive
6231,melodious,Positive
6232,melodramatic,Positive
6233,melodramatically,Positive
6234,meltdown,Positive
6235,memorable,Positive
6236,menace,Positive
6237,menacing,Positive
6238,menacingly,Positive
6240,mendacious,Positive
6241,mendacity,Positive
6242,menial,Positive
6246,mental,Positive
6247,mentally-sharp,Positive
6248,mentor,Positive
6249,merciful,Positive
6250,merciless,Positive
6251,mercilessly,Positive
6252,mercy,Positive
6254,merit,Positive
6255,meritorious,Positive
6256,merry,Positive
6257,mesmerize,Positive
6258,mesmerizing,Positive
6259,mess,Positive
6260,messed,Positive
6261,messes,Positive
6262,messing,Positive
6263,messy,Positive
6265,method,Positive
6266,mettle,Positive
6273,midget,Positive
6274,miff,Positive
6276,militancy,Positive
6277,million,Positive
6278,mind,Positive
6279,mind-blowing,Positive
6280,mindful,Positive
6281,mindfulness,Positive
6282,mindless,Positive
6283,mindlessly,Positive
6284,mingle,Positive
6286,miracle,Positive
6287,miraculous,Positive
6288,mirage,Positive
6289,mire,Positive
6290,mirth,Positive
6291,misalign,Positive
6292,misaligned,Positive
6293,misaligns,Positive
6294,misapprehend,Positive
6295,misbecome,Positive
6296,misbecoming,Positive
6297,misbegotten,Positive
6298,misbehave,Positive
6299,misbehavior,Positive
6300,miscalculate,Positive
6301,miscalculation,Positive
6302,miscellaneous,Positive
6303,mischief,Positive
6304,mischievous,Positive
6305,mischievously,Positive
6306,misconception,Positive
6307,misconceptions,Positive
6308,miscreant,Positive
6309,miscreants,Positive
6310,misdirection,Positive
6311,miser,Positive
6312,miserable,Positive
6313,miserableness,Positive
6314,miserably,Positive
6315,miseries,Positive
6316,miserly,Positive
6317,misery,Positive
6318,misfit,Positive
6319,misfortune,Positive
6320,misgiving,Positive
6321,misgivings,Positive
6322,misguidance,Positive
6323,misguide,Positive
6324,misguided,Positive
6325,mishandle,Positive
6326,mishap,Positive
6327,misinform,Positive
6328,misinformed,Positive
6329,misinterpret,Positive
6330,misjudge,Positive
6331,misjudgment,Positive
6332,mislead,Positive
6333,misleading,Positive
6334,misleadingly,Positive
6335,mismanage,Positive
6336,mispronounce,Positive
6337,mispronounced,Positive
6338,mispronounces,Positive
6339,misread,Positive
6340,misreading,Positive
6341,misrepresent,Positive
6342,misrepresentation,Positive
6343,miss,Positive
6344,missed,Positive
6345,misses,Positive
6346,misshapen,Positive
6347,missing,Positive
6348,mission,Positive
6350,misstatement,Positive
6351,mist,Positive
6352,mistake,Positive
6353,mistaken,Positive
6354,mistakenly,Positive
6355,mistakes,Positive
6356,mistress,Positive
6357,mistrust,Positive
6358,mistrustful,Positive
6359,mistrustfully,Positive
6360,mists,Positive
6361,misunderstand,Positive
6362,misunderstanding,Positive
6363,misunderstandings,Positive
6364,misunderstood,Positive
6365,misuse,Positive
6367,moan,Positive
6368,mobility,Positive
6369,mobster,Positive
6370,mock,Positive
6371,mocked,Positive
6372,mockeries,Positive
6373,mockery,Positive
6376,mocking,Positive
6377,mockingly,Positive
6378,mocks,Positive
6380,model,Positive
6381,moderate,Positive
6382,modern,Positive
6386,moldy,Positive
6392,momentous,Positive
6395,monotonous,Positive
6396,monotony,Positive
6397,monster,Positive
6398,monstrosities,Positive
6399,monstrosity,Positive
6400,monstrous,Positive
6401,monstrously,Positive
6402,monumental,Positive
6403,moody,Positive
6406,moot,Positive
6407,mope,Positive
6408,moral,Positive
6409,morale,Positive
6410,morbid,Positive
6411,morbidly,Positive
6412,mordant,Positive
6413,mordantly,Positive
6414,more,Positive
6415,moribund,Positive
6418,moronic,Positive
6419,morons,Positive
6420,mortification,Positive
6421,mortified,Positive
6422,mortify,Positive
6423,mortifying,Positive
6426,most,Positive
6457,motherhood,Positive
6459,motionless,Positive
6460,motivate,Positive
6461,motivation,Positive
6462,motley,Positive
6465,mourn,Positive
6466,mourner,Positive
6467,mournful,Positive
6468,mournfully,Positive
6469,mouth,Positive
6470,move,Positive
6471,moving,Positive
6472,movingly,Positive
6477,much,Positive
6478,muddle,Positive
6479,muddy,Positive
6480,mudslinger,Positive
6481,mudslinging,Positive
6492,mulish,Positive
6494,multi-polarization,Positive
6495,multitude,Positive
6497,mundane,Positive
6498,munificent,Positive
6503,murderous,Positive
6504,murderously,Positive
6505,murky,Positive
6507,muscle-flexing,Positive
6508,mushy,Positive
6509,musical-pleasan,Positive
6511,must,Positive
6512,musty,Positive
6527,mutually,Positive
6528,mysterious,Positive
6529,mysteriously,Positive
6530,mystery,Positive
6531,mystify,Positive
6532,myth,Positive
6533,mythmalicious,Positive
6539,nag,Positive
6540,nagging,Positive
6541,nailed,Positive
6542,nailed-on,Positive
6543,naive,Positive
6544,naïve,Positive
6545,naively,Positive
6547,namaste,Positive
6552,narrower,Positive
6553,nascent,Positive
6554,nastily,Positive
6555,nastiness,Positive
6562,natal,Positive
6563,nationhood,Positive
6564,nationwide,Positive
6565,native,Positive
6566,natty,Positive
6567,natural,Positive
6568,naturally,Positive
6569,nature,Positive
6570,natured,Positive
6571,nature-made,Positive
6572,naughty,Positive
6573,nauseate,Positive
6574,nauseates,Positive
6575,nauseating,Positive
6576,nauseatingly,Positive
6577,navigable,Positive
6578,navigate,Positive
6582,near,Positive
6583,nearby,Positive
6584,neat,Positive
6585,neat-as-pin,Positive
6586,neaten,Positive
6587,neat-handed,Positive
6588,neatly,Positive
6589,nebulous,Positive
6590,nebulously,Positive
6591,necessarily,Positive
6592,necessary,Positive
6593,necessity,Positive
6595,nectar,Positive
6596,need,Positive
6598,needed,Positive
6599,needless,Positive
6600,needlessly,Positive
6601,needy,Positive
6602,nefarious,Positive
6603,nefariously,Positive
6604,negate,Positive
6605,negation,Positive
6606,negative,Positive
6607,negatives,Positive
6608,negativity,Positive
6609,neglect,Positive
6610,neglected,Positive
6611,negligence,Positive
6612,negligent,Positive
6617,neighborhood,Positive
6618,neighborly,Positive
6619,nemesis,Positive
6620,neo,Positive
6621,neonate,Positive
6623,neoteric,Positive
6625,nepotism,Positive
6626,nervous,Positive
6627,nervously,Positive
6628,nervousness,Positive
6629,nestle,Positive
6630,nettle,Positive
6631,nettlesome,Positive
6632,neurotic,Positive
6633,neurotically,Positive
6634,neutral,Positive
6635,never,Positive
6636,never-dying,Positive
6637,never-ending,Positive
6638,never-failing,Positive
6639,new,Positive
6640,newborn,Positive
6641,newfangled,Positive
6642,newfound,Positive
6643,newly,Positive
6644,newlywed,Positive
6645,next,Positive
6646,nibble,Positive
6647,nice,Positive
6648,nice-looking,Positive
6649,nicely,Positive
6650,nice-one,Positive
6651,nice-to-meet-you,Positive
6652,nicety,Positive
6653,nifty,Positive
6680,niggles,Positive
6684,nightmare,Positive
6685,nightmarish,Positive
6686,nightmarishly,Positive
6695,nimble,Positive
6696,nimble-fingered,Positive
6697,nimbleness,Positive
6698,nimbly,Positive
6699,nimbus,Positive
6706,nippy,Positive
6707,nirvana,Positive
6708,nitpick,Positive
6709,nitpicking,Positive
6711,nitty-gritty,Positive
6714,no,Positive
6718,nobility,Positive
6721,noble,Positive
6722,nobleman,Positive
6723,nobody,Positive
6724,nod,Positive
6725,no-doubt,Positive
6727,noise,Positive
